Company,Rank,Year,Industry,Headquarters_state,Revenue_mil,profit_mil
"Ross Stores, Inc.",384,2009,Specialty Retailers,CA,6486.1,908.054
"Charter Communications, Inc.",385,2009,Telecommunications,MO,6479,907.06
"Autoliv, Inc.",386,2009,Motor Vehicles & Parts,MI,6473.2,906.248
Newell Rubbermaid Inc.,387,2009,"Home Equipment, Furnishings",GA,6470.6,905.884
American Family Ins. Group,388,2009,Insurance: Property and Casualty (Stock),WI,6431.3,900.382
"Henry Schein, Inc.",389,2009,Wholesalers: Health Care,NY,6407.6,897.064
Domtar Corporation,390,2009,Forest and Paper Products,SC,6394,895.16
"The McGraw-Hill Companies, Inc.",391,2009,"Publishing, Printing",NY,6355.1,889.714
"Omnicare, Inc.",392,2009,Health Care: Pharmacy and Other Services,KY,6310.6,883.484
"Pulte Homes, Inc.",393,2009,Homebuilders,MI,6289.5,880.53
"Visa, Inc.",394,2009,Financial Data Services,CA,6263,876.82
Pitney Bowes Inc.,395,2009,"Computers, Office Equipment",CT,6262.3,876.722
General Cable Corporation,396,2009,"Electronics, Electrical Equipment",KY,6230.1,872.214
"CIT Group, Inc.",397,2009,Commercial Banks,NY,6228.9,872.046
The First American Corporation,398,2009,Insurance: Property and Casualty (Stock),CA,6213.8,869.932
"Ryder System, Inc.",399,2009,"Trucking, Truck Leasing",FL,6203.7,868.518
Newmont Mining Corporation,400,2009,"Mining, Crude-Oil Production",CO,6199,867.86
"Affiliated Computer Services, Inc.",401,2009,Information Technology Services,TX,6160.6,862.484
SPX Corporation,402,2009,Industrial Machinery,NC,6144,860.16
Ecolab Inc.,403,2009,Chemicals,MN,6137.5,859.25
Anixter International Inc.,404,2009,Wholesalers: Diversified,IL,6136.6,859.124
Embarq Corporation,405,2009,Telecommunications,KS,6124,857.36
"WESCO International, Inc.",406,2009,Wholesalers: Diversified,PA,6110.8,855.512
"Hexion Specialty Chemicals, Inc.",407,2009,Chemicals,OH,6093,853.02
The Black & Decker Corporation,408,2009,"Home Equipment, Furnishings",MD,6086.1,852.054
Thrivent Financial for Lutherans,409,2009,"Insurance: Life, Health (Mutual)",MN,6060.6,848.484
"Franklin Resources, Inc.",410,2009,Securities,CA,6032.4,844.536
"Avis Budget Group, Inc.",411,2009,"Automotive Retailing, Services",NJ,5984,837.76
"Harley-Davidson, Inc.",412,2009,Transportation Equipment,WI,5971.3,835.982
"Aleris International, Inc.",413,2009,Metals,OH,5968.2,835.548
Corning Inc.,414,2009,Network and Other Communications Equipment,NY,5948,832.72
"Mattel, Inc.",415,2009,"Toys, Sporting Goods",CA,5918,828.52
Tenneco Inc.,416,2009,Motor Vehicles & Parts,IL,5916,828.24
"Starwood Hotels & Resorts Worldwide, Inc.",417,2009,"Hotels, Casinos, Resorts",NY,5907,826.98
"Advanced Micro Devices, Inc.",418,2009,Semiconductors and Other Electronic Components,CA,5881,823.34
Symantec Corporation,419,2009,Computer Software,CA,5874.4,822.416
Holly Corporation,420,2009,Petroleum Refining,TX,5867.7,821.478
Cameron International Corporation,421,2009,"Oil and Gas Equipment, Services",TX,5848.9,818.846
Owens Corning,422,2009,"Building Materials, Glass",OH,5847,818.58
"Micron Technology, Inc.",423,2009,Semiconductors and Other Electronic Components,ID,5841,817.74
Northeast Utilities,424,2009,Utilities: Gas and Electric,CT,5800.1,812.014
"Agilent Technologies, Inc.",425,2009,"Scientific, Photographic and Control Equipment",CA,5774,808.36
ProLogis,426,2009,Real Estate,CO,5772.8,808.192
"Dr Pepper Snapple Group, Inc.",427,2009,Beverages,TX,5710,799.4
"Group 1 Automotive, Inc.",428,2009,"Automotive Retailing, Services",TX,5703.3,798.462
Rockwell Automation Inc.,429,2009,"Electronics, Electrical Equipment",WI,5697.8,797.692
Northern Trust Corporation,430,2009,Commercial Banks,IL,5677.9,794.906
The Timken Company,431,2009,Industrial Machinery,OH,5663.7,792.918
Perini Corporation,432,2009,Engineering & Construction,MA,5660.3,792.442
DaVita Inc.,433,2009,Health Care: Medical Facilities,CA,5660.2,792.428
"Expeditors International of Washington, Inc.",434,2009,Transportation and Logistics,WA,5633.9,788.746
"SunGard Data Systems, Inc.",435,2009,Financial Data Services,PA,5596,783.44
"CH2M Hill Companies, Ltd.",436,2009,Engineering & Construction,CO,5589.9,782.586
"Kelly Services, Inc.",437,2009,Temporary Help,MI,5517.3,772.422
BJ Services Company,438,2009,"Oil and Gas Equipment, Services",TX,5426.3,759.682
"Graybar Electric Company, Inc.",439,2009,Wholesalers: Diversified,MO,5400.2,756.028
The Charles Schwab Corporation,440,2009,Securities,CA,5393,755.02
Western & Southern Mutual Holding Company,441,2009,"Insurance: Life, Health (Mutual)",OH,5391.7,754.838
Jarden Corporation,442,2009,"Home Equipment, Furnishings",NY,5383.3,753.662
El Paso Corporation,443,2009,Pipelines,TX,5363,750.82
"Gilead Sciences, Inc.",444,2009,Pharmaceuticals,CA,5335.8,747.012
SCANA Corporation,445,2009,Utilities: Gas and Electric,SC,5319,744.66
NCR Corporation,446,2009,"Computers, Office Equipment",OH,5315,744.1
Harris Corporation,447,2009,Network and Other Communications Equipment,FL,5311,743.54
Allegheny Technologies Inc.,448,2009,Metals,PA,5309.7,743.358
"Host Hotels & Resorts, Inc.",449,2009,Real Estate,MD,5294,741.16
Blockbuster Inc.,450,2009,Specialty Retailers,TX,5287.9,740.306
The Western Union Company,451,2009,Financial Data Services,CO,5282,739.48
The Clorox Company,452,2009,Household and Personal Products,CA,5273,738.22
BorgWarner Inc.,453,2009,Motor Vehicles & Parts,MI,5263.9,736.946
"Foot Locker, Inc.",454,2009,Specialty Retailers,NY,5237,733.18
Barnes & Noble Inc.,455,2009,Specialty Retailers,NY,5235.3,732.942
Unisys Corporation,456,2009,Information Technology Services,PA,5233.2,732.648
"Freescale Semiconductor, Inc.",457,2009,Semiconductors and Other Electronic Components,TX,5226,731.64
AECOM Technology Corporation,458,2009,Engineering & Construction,CA,5216.2,730.268
Spectra Energy Corp,459,2009,Pipelines,TX,5184,725.76
"FMC Technologies, Inc.",460,2009,"Oil and Gas Equipment, Services",TX,5163.4,722.876
"Advance Auto Parts, Inc.",461,2009,Specialty Retailers,VA,5142.3,719.922
Mylan Inc.,462,2009,Pharmaceuticals,PA,5137.6,719.264
The Hershey Company,463,2009,Food Consumer Products,PA,5132.8,718.592
"CB Richard Ellis Group, Inc.",464,2009,Real Estate,CA,5130.1,718.214
"Telephone and Data Systems, Inc.",465,2009,Telecommunications,IL,5092,712.88
Icahn Enterprises L.P.,466,2009,Motor Vehicles & Parts,NY,5088,712.32
"Universal Health Services, Inc.",467,2009,Health Care: Medical Facilities,PA,5080.9,711.326
"PetSmart, Inc.",468,2009,Specialty Retailers,AZ,5065.3,709.142
"BlackRock, Inc.",469,2009,Securities,NY,5063.9,708.946
Con-way Incorporated,470,2009,Transportation and Logistics,CA,5036.8,705.152
The Lubrizol Corporation,471,2009,Chemicals,OH,5027.8,703.892
"CVR Energy, Inc.",472,2009,Petroleum Refining,TX,5016.1,702.254
"MDU Resources Group, Inc.",473,2009,"Mining, Crude-Oil Production",ND,5003.3,700.462
MasterCard Incorporated,474,2009,Financial Data Services,NY,4991.6,698.824
United Stationers Inc.,475,2009,Wholesalers: Electronics and Office Equipment,IL,4986.9,698.166
Auto-Owners Insurance Group,476,2009,Insurance: Property and Casualty (Mutual),MI,4951.8,693.252
NYSE Euronext,477,2009,Securities,NY,4951,693.14
"PepsiAmericas, Inc.",478,2009,Beverages,MN,4937.2,691.208
"Crosstex Energy, Inc.",479,2009,Pipelines,TX,4915.6,688.184
"The Manitowoc Company, Inc.",480,2009,Construction and Farm Machinery,WI,4884.3,683.802
Polo Ralph Lauren Corporation,481,2009,Apparel,NY,4880.1,683.214
Fiserv Inc.,482,2009,Financial Data Services,WI,4873,682.22
Sealed Air Corporation,483,2009,"Packaging, Containers",NJ,4843.5,678.09
"Insight Enterprises, Inc.",484,2009,Wholesalers: Electronics and Office Equipment,AZ,4834.4,676.816
NuStar Energy L.P.,485,2009,Pipelines,TX,4828.8,676.032
"Asbury Automotive Group, Inc.",486,2009,"Automotive Retailing, Services",GA,4785,669.9
Molson Coors Brewing Company,487,2009,Beverages,CO,4774.3,668.402
"Rockwell Collins, Inc.",488,2009,Aerospace & Defense,IA,4769,667.66
Realogy Corporation,489,2009,Real Estate,NJ,4725,661.5
W.R. Berkley Corporation,490,2009,Insurance: Property and Casualty (Stock),CT,4708.8,659.232
Brunswick Corporation,491,2009,Transportation Equipment,IL,4708.7,659.218
Nash-Finch Company,492,2009,Wholesalers: Food and Grocery,MN,4703.7,658.518
"Leggett & Platt, Incorporated",493,2009,"Home Equipment, Furnishings",MO,4664.7,653.058
Universal American Corp.,494,2009,Health Care: Insurance and Managed Care,NY,4659.2,652.288
Broadcom Corporation,495,2009,Semiconductors and Other Electronic Components,CA,4658.1,652.134
"Brightpoint, Inc",496,2009,Wholesalers: Electronics and Office Equipment,IN,4658,652.12
"Consol Energy, Inc.",497,2009,"Mining, Crude-Oil Production",PA,4652.4,651.336
"Big Lots, Inc.",498,2009,Specialty Retailers,OH,4645.3,650.342
"Dollar Tree, Inc.",499,2009,Specialty Retailers,VA,4644.9,650.286
"Legg Mason, Inc.",500,2009,Securities,MD,4634.1,648.774
"Wal-Mart Stores, Inc.",1,2010,General Merchandisers,AR,408214,57149.96
Exxon Mobil Corporation,2,2010,Petroleum Refining,TX,284650,39851
Chevron Corporation,3,2010,Petroleum Refining,CA,163527,22893.78
General Electric Company,4,2010,Diversified Financials,CT,156779,21949.06
Bank of America Corporation,5,2010,Commercial Banks,NC,150450,21063
ConocoPhillips,6,2010,Petroleum Refining,TX,139515,19532.1
AT&T Inc.,7,2010,Telecommunications,TX,123018,17222.52
Ford Motor Company,8,2010,Motor Vehicles & Parts,MI,118308,16563.12
J.P. Morgan Chase & Co.,9,2010,Commercial Banks,NY,115632,16188.48
Hewlett-Packard Company,10,2010,"Computers, Office Equipment",CA,114552,16037.28
Berkshire Hathaway Inc.,11,2010,Insurance: Property and Casualty (Stock),NE,112493,15749.02
"Citigroup, Inc.",12,2010,Commercial Banks,NY,108785,15229.9
Verizon Communications Inc.,13,2010,Telecommunications,NY,107808,15093.12
McKesson Corporation,14,2010,Wholesalers: Health Care,CA,106632,14928.48
General Motors Corporation,15,2010,Motor Vehicles & Parts,MI,104589,14642.46
"American International Group,Inc.",16,2010,Insurance: Property and Casualty (Stock),NY,103189,14446.46
"Cardinal Health, Inc.",17,2010,Wholesalers: Health Care,OH,99612.9,13945.806
CVS Caremark Corporation,18,2010,Food & Drug Stores,RI,98729,13822.06
Wells Fargo & Company,19,2010,Commercial Banks,CA,98636,13809.04
International Business Machines Corporation,20,2010,Information Technology Services,NY,95758,13406.12
UnitedHealth Group Incorporated,21,2010,Health Care: Insurance and Managed Care,MN,87138,12199.32
The Procter & Gamble Company,22,2010,Household and Personal Products,OH,79697,11157.58
The Kroger Company,23,2010,Food & Drug Stores,OH,76733.2,10742.648
AmerisourceBergen Corp.,24,2010,Wholesalers: Health Care,PA,71789,10050.46
Costco Wholesale Corporation,25,2010,Specialty Retailers,WA,71422,9999.08
Valero Energy Corporation,26,2010,Petroleum Refining,TX,70035,9804.9
Archer-Daniels-Midland Company,27,2010,Food Production,IL,69207,9688.98
The Boeing Company,28,2010,Aerospace & Defense,IL,68281,9559.34
"The Home Depot, Inc.",29,2010,Specialty Retailers,GA,66176,9264.64
Target Corporation,30,2010,General Merchandisers,MN,65357,9149.98
"WellPoint, Inc.",31,2010,Health Care: Insurance and Managed Care,IN,65028.1,9103.934
Walgreen Co.,32,2010,Food & Drug Stores,IL,63335,8866.9
Johnson & Johnson,33,2010,Pharmaceuticals,NJ,61897,8665.58
State Farm Insurance Cos.,34,2010,Insurance: Property and Casualty (Mutual),IL,61479.6,8607.144
"Medco Health Solutions, Inc.",35,2010,Health Care: Pharmacy and Other Services,NJ,59804.2,8372.588
Microsoft Corporation,36,2010,Computer Software,WA,58437,8181.18
United Technologies Corporation,37,2010,Aerospace & Defense,CT,52920,7408.8
Dell Inc.,38,2010,"Computers, Office Equipment",TX,52902,7406.28
"The Goldman Sachs Group, Inc.",39,2010,Commercial Banks,NY,51673,7234.22
Pfizer Inc.,40,2010,Pharmaceuticals,NY,50009,7001.26
Marathon Oil Corporation,41,2010,Petroleum Refining,TX,49403,6916.42
"Lowe's Companies, Inc.",42,2010,Specialty Retailers,NC,47220,6610.8
"United Parcel Service, Inc.",43,2010,"Mail, Package, and Freight Delivery",GA,45297,6341.58
Lockheed Martin Corporation,44,2010,Aerospace & Defense,MD,45189,6326.46
Best Buy Co. Inc.,45,2010,Specialty Retailers,MN,45015,6302.1
The Dow Chemical Company,46,2010,Chemicals,MI,44945,6292.3
Supervalu Inc.,47,2010,Food & Drug Stores,MN,44564,6238.96
Sears Holdings Corporation,48,2010,General Merchandisers,IL,44043,6166.02
International Assets Holding Corporation,49,2010,Diversified Financials,FL,43604.4,6104.616
"PepsiCo, Inc.",50,2010,Food Consumer Products,NY,43232,6052.48
"MetLife, Inc.",51,2010,"Insurance: Life, Health (Stock)",NY,41098,5753.72
Safeway Inc.,52,2010,Food & Drug Stores,CA,40850.7,5719.098
Kraft Foods Inc.,53,2010,Food Consumer Products,IL,40386,5654.04
Freddie Mac,54,2010,Diversified Financials,VA,37614,5265.96
Sysco Corporation,55,2010,Wholesalers: Food and Grocery,TX,36853.3,5159.462
"Apple , Inc.",56,2010,"Computers, Office Equipment",CA,36537,5115.18
The Walt Disney Company,57,2010,Entertainment,CA,36149,5060.86
"Cisco Systems, Inc.",58,2010,Network and Other Communications Equipment,CA,36117,5056.38
Comcast Corporation,59,2010,Telecommunications,PA,35756,5005.84
FedEx Corporation,60,2010,"Mail, Package, and Freight Delivery",TN,35497,4969.58
Northrop Grumman Corporation,61,2010,Aerospace & Defense,CA,35291,4940.74
Intel Corporation,62,2010,Semiconductors and Other Electronic Components,CA,35127,4917.78
Aetna Inc.,63,2010,Health Care: Insurance and Managed Care,CT,34764.1,4866.974
New York Life Insurance Company,64,2010,"Insurance: Life, Health (Mutual)",NY,34014.3,4762.002
"Prudential Financial, Inc.",65,2010,"Insurance: Life, Health (Stock)",NJ,32688,4576.32
Caterpillar Inc.,66,2010,Construction and Farm Machinery,IL,32396,4535.44
Sprint Nextel Corporation,67,2010,Telecommunications,KS,32260,4516.4
The Allstate Corporation,68,2010,Insurance: Property and Casualty (Stock),IL,32013,4481.82
General Dynamics Corporation,69,2010,Aerospace & Defense,VA,31981,4477.34
Morgan Stanley,70,2010,Commercial Banks,NY,31515,4412.1
Liberty Mutual Holding Company Inc.,71,2010,Insurance: Property and Casualty (Stock),MA,31094,4353.16
The Coca-Cola Company,72,2010,Beverages,GA,30990,4338.6
Humana Inc.,73,2010,Health Care: Insurance and Managed Care,KY,30960.4,4334.456
Honeywell International Inc.,74,2010,Aerospace & Defense,NJ,30908,4327.12
Abbott Laboratories,75,2010,Pharmaceuticals,IL,30764.7,4307.058
News Corporation,76,2010,Entertainment,NY,30423,4259.22
HCA Inc,77,2010,Health Care: Pharmacy and Other Services,TN,30052,4207.28
"Sunoco, Inc.",78,2010,Petroleum Refining,PA,29630,4148.2
Hess Corporation,79,2010,Petroleum Refining,NY,29569,4139.66
Ingram Micro Inc.,80,2010,Wholesalers: Electronics and Office Equipment,CA,29515.4,4132.156
Fannie Mae,81,2010,Diversified Financials,DC,29065,4069.1
Time Warner Inc.,82,2010,Entertainment,NY,28842,4037.88
"Johnson Controls, Inc.",83,2010,Motor Vehicles & Parts,WI,28497,3989.58
"Delta Air Lines, Inc.",84,2010,Airlines,GA,28063,3928.82
"Merck & Co., Inc.",85,2010,Pharmaceuticals,NJ,27428.3,3839.962
E.I. du Pont de Nemours and Company,86,2010,Chemicals,DE,27328,3825.92
"Tyson Foods, Inc.",87,2010,Food Production,AR,27165,3803.1
American Express Company,88,2010,Commercial Banks,NY,26730,3742.2
Rite Aid Corporation,89,2010,Food & Drug Stores,PA,26289.5,3680.53
Teachers Insurance and Annuity Association College Retiremen,90,2010,"Insurance: Life, Health (Mutual)",NY,26278,3678.92
CHS Inc.,91,2010,Wholesalers: Food and Grocery,MN,25729.9,3602.186
"Enterprise GP Holdings, L.P.",92,2010,Pipelines,TX,25510.9,3571.526
Massachusetts Financial Group,93,2010,"Insurance: Life, Health (Mutual)",MA,25423.6,3559.304
Philip Morris International Inc.,94,2010,Tobacco,NY,25035,3504.9
Raytheon Company,95,2010,Aerospace & Defense,MA,24881,3483.34
"Express Scripts, Inc.",96,2010,Health Care: Pharmacy and Other Services,MO,24748.9,3464.846
The Hartford Financial Services Group Inc.,97,2010,Insurance: Property and Casualty (Stock),CT,24701,3458.14
"The Travelers Companies, Inc.",98,2010,Insurance: Property and Casualty (Stock),NY,24680,3455.2
"Publix Super Markets, Inc.",99,2010,Food & Drug Stores,FL,24515,3432.1
Amazon.com Inc.,100,2010,Internet Services and Retailing,WA,24509,3431.26
"Staples, Inc.",101,2010,Specialty Retailers,MA,24275.5,3398.57
Google Inc.,102,2010,Internet Services and Retailing,CA,23650.6,3311.084
"Macy's, Inc.",103,2010,General Merchandisers,OH,23489,3288.46
International Paper Company,104,2010,Forest and Paper Products,TN,23366,3271.24
Oracle Corporation,105,2010,Computer Software,CA,23252,3255.28
3M Company,106,2010,zMiscellaneous,MN,23123,3237.22
Deere & Company,107,2010,Construction and Farm Machinery,IL,23112.4,3235.736
McDonald's Corporation,108,2010,Food Services,IL,22744.7,3184.258
Tech Data Corporation,109,2010,Wholesalers: Electronics and Office Equipment,FL,22099.9,3093.986
"Motorola, Inc.",110,2010,Network and Other Communications Equipment,IL,22063,3088.82
Fluor Corporation,111,2010,Engineering & Construction,TX,21990.3,3078.642
Eli Lilly and Company,112,2010,Pharmaceuticals,IN,21836,3057.04
Coca-Cola Enterprises Inc.,113,2010,Beverages,GA,21645,3030.3
Bristol-Myers Squibb Company,114,2010,Pharmaceuticals,NY,21634,3028.76
Northwestern Mutual Life Insurance Company,115,2010,"Insurance: Life, Health (Mutual)",WI,21602.6,3024.364
"The DirecTV Group, Inc.",116,2010,Telecommunications,CA,21565,3019.1
Emerson Electric Co.,117,2010,"Electronics, Electrical Equipment",MO,20915,2928.1
Nationwide Mutual Insurance Co.,118,2010,Insurance: Property and Casualty (Stock),OH,20751,2905.14
"The TJX Companies, Inc.",119,2010,Specialty Retailers,MA,20288.4,2840.376
AMR Corporation,120,2010,Airlines,TX,19917,2788.38
U.S. Bancorp,121,2010,Commercial Banks,MN,19490,2728.6
GMAC Inc.,122,2010,Commercial Banks,MI,19403,2716.42
The PNC Financial Services Group Inc.,123,2010,Commercial Banks,PA,19231,2692.34
"Nike, Inc.",124,2010,Apparel,OR,19176.1,2684.654
Murphy Oil Corporation,125,2010,Petroleum Refining,AR,19138,2679.32
Kimberly-Clark Corporation,126,2010,Household and Personal Products,TX,19115,2676.1
"Alcoa, Inc.",127,2010,Metals,NY,18745,2624.3
"Plains All American Pipeline, L.P.",128,2010,Pipelines,TX,18520,2592.8
CIGNA Corporation,129,2010,Health Care: Insurance and Managed Care,PA,18414,2577.96
AFLAC Incorporated,130,2010,"Insurance: Life, Health (Stock)",GA,18254.4,2555.616
